STATION_NAT_ABBR_TX;PARAM_SHORT_NAME_TX;MEAS_CAT_NR;SINCE_DT;TILL_DT;OWNER_ORG_NAME_TX
BAS;ths25xm0;1;01.01.2022 00:00;01.12.2022 00:00;MeteoSchweiz
SIA;ths25xm0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
GVE;ths00xm0;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
CHD;ths00xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
SAM;ths00xm0;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
LUZ;ths00xm0;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
CHM;ths00xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
GSB;ths00xm0;1;01.01.2022 00:00;01.01.2023 00:00;MeteoSchweiz
GSB;ths00xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
ALT;ths00xm0;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
BAS;ths00xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
GRH;ths20nm0;12;01.01.2022 00:00;01.01.2023 00:00;MeteoSchweiz
GRH;ths20nm0;12;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
PAY;ths20nm0;12;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
ANT;ths20nm0;12;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
ANT;ths20nm0;12;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
GRC;ths20nm0;12;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
NEU;thl200mx;1;01.01.2022 00:00;01.01.2023 00:00;MeteoSchweiz
NEU;thl200mx;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
RAG;thl200mx;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SAE;thl200mx;1;01.01.2022 00:00;01.01.2023 00:00;MeteoSchweiz
SAE;thl200mx;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
LUZ;thl200mx;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
CHM;thl200mx;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
ALT;thl200mx;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SBE;thl200mn;12;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
ANT;thl200mn;12;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SMA;rhsdryyx;1;01.01.2007 00:00;01.01.2007 00:00;MeteoSchweiz
ENG;rhsdryyx;1;01.01.2022 00:00;01.01.2023 00:00;MeteoSchweiz
SMA;ths30xm0;1;01.01.2022 00:00;01.01.2023 00:00;MeteoSchweiz
NEU;ths30xm0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
RAG;ths30xm0;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
SAM;ths30xm0;1;01.01.2022 00:00;01.01.2023 00:00;MeteoSchweiz
LUG;ths30xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
GSB;ths30xm0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
BER;ths30xm0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SIO;ths30xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
GRH;xhs000m0;1;01.01.2022 00:00;01.01.2023 00:00;MeteoSchweiz
GRH;xhs000m0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
JUN;xhs000m0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
NEU;xhs000m0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
DAV;xhs000m0;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
SAE;xhs000m0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SBE;xhs000m0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SBE;xhs000m0;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
BAS;xhs000m0;1;01.08.2023 00:00;01.08.2024 00:00;MeteoSchweiz
CHD;rhs001m0;1;01.01.2022 00:00;01.11.2024 00:00;MeteoSchweiz
BER;rhs001m0;1;01.01.2022 00:00;01.11.2024 00:00;MeteoSchweiz
SMA;ths35xm0;1;01.11.2022 00:00;01.01.2023 00:00;MeteoSchweiz
RAG;ths35xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
DAV;ths35xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
SAM;ths35xm0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
LUZ;ths35xm0;1;01.11.2022 00:00;01.01.2023 00:00;MeteoSchweiz
LUZ;ths35xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
LUG;ths35xm0;1;01.04.2023 00:00;01.04.2023 00:00;MeteoSchweiz
GSB;ths35xm0;1;01.11.2022 00:00;01.01.2023 00:00;MeteoSchweiz
GSB;ths35xm0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
BER;ths35xm0;1;01.11.2022 00:00;01.01.2023 00:00;MeteoSchweiz
BAS;ths35xm0;1;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
MER;phsstam0;12;01.01.1959 00:00;01.04.2012 00:00;MeteoSchweiz
RAG;phsstam0;12;01.01.2022 00:00;01.04.2023 00:00;MeteoSchweiz
SBE;phsstam0;12;01.01.1968 00:00;01.04.2012 00:00;MeteoSchweiz
ENG;phsstam0;12;01.01.1959 00:00;01.12.1982 00:00;MeteoSchweiz
ALT;phsstam0;12;01.01.1959 00:00;01.04.2012 00:00;MeteoSchweiz
CDF;ths200dn;12;01.01.1959 00:00;30.04.2012 00:00;MeteoSchweiz
CHD;ths200dn;12;01.01.1959 00:00;30.04.2012 00:00;MeteoSchweiz
CHD;ths200dn;12;01.01.2022 00:00;03.12.2024 00:00;MeteoSchweiz
JUN;ths200dn;12;01.01.1961 00:00;30.04.2012 00:00;MeteoSchweiz
RAG;ths200dn;12;01.01.1959 00:00;30.04.2012 00:00;MeteoSchweiz
DAV;ths200dn;12;01.01.2022 00:00;03.12.2024 00:00;MeteoSchweiz
SBE;ths200dn;12;01.01.2022 00:00;03.12.2024 00:00;MeteoSchweiz
LUG;ths200dn;12;01.01.1959 00:00;30.04.2012 00:00;MeteoSchweiz
OTL;ths200dn;12;01.01.2022 00:00;03.12.2024 00:00;MeteoSchweiz
GSB;ths200dn;12;01.12.1959 00:00;30.04.2012 00:00;MeteoSchweiz
BER;ths200dn;12;01.01.2022 00:00;03.12.2024 00:00;MeteoSchweiz
BAS;ths200dn;12;01.01.1959 00:00;30.04.2012 00:00;MeteoSchweiz
GVE;ths2dymn;12;01.01.2022 00:00;01.04.2023 00:00;MeteoSchweiz
NEU;ths2dymn;12;01.08.2023 00:00;01.09.2024 00:00;MeteoSchweiz
DAV;ths2dymn;12;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SAM;ths2dymn;12;01.08.2023 00:00;01.09.2024 00:00;MeteoSchweiz
PAY;ths2dymn;12;01.01.2022 00:00;01.04.2023 00:00;MeteoSchweiz
LUZ;ths2dymn;12;01.01.2022 00:00;01.04.2023 00:00;MeteoSchweiz
LUZ;ths2dymn;12;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SBE;ths2dymn;12;01.01.1968 00:00;01.04.2012 00:00;MeteoSchweiz
BER;ths2dymn;12;01.06.2023 00:00;01.06.2023 00:00;MeteoSchweiz
SIO;ths2dymn;12;01.08.2023 00:00;01.09.2024 00:00;MeteoSchweiz
